EXTRACTION_ID,MEASUREMENT_VALUE
1,110.15550496810353
2,112.07511852420939
3,99.14374075401003
4,74.94398474688275
5,97.42552372634108
6,91.396633800965
7,110.5312527415343
8,131.61550493263155
9,106.07724709986319
10,94.85170700070492
11,83.79642485907397
12,99.60761640116151
13,97.89425470665688
14,87.91334151794959
15,99.85458960429406
16,84.27732330819434
17,116.44203560090143
18,117.20451774756434
19,115.15881498000691
20,94.447692599242
21,108.41627793944302
22,96.44856645757032
23,92.80549484724152
24,93.03385076168966
25,79.67161135937786
26,78.26943427491967
27,111.2268612464855
28,97.24204954464192
29,105.16774589206155
30,112.31539075358214
31,75.603015392376
32,85.82983725914217
33,106.21500598703115
34,109.41306638261219
35,97.36343127525453
36,115.24492298763869
37,103.79352376496934
38,82.85180465302501
39,86.55486044523376
40,114.07001456785929
41,104.40655141560671
42,73.20313738400837
43,121.21673196263711
44,111.02842312780275
45,119.9976038386789
46,94.35262708127297
47,98.80499950060889
48,86.9738883158631
49,138.20133851419342
50,98.60688882048784
51,124.6097979245644
52,85.87352366000711
53,103.08604608797835
54,76.46828289074095
55,95.09516967436569
56,113.89816520903916
57,81.32095693529304
58,113.44512430560113
59,104.4440142480167
60,83.05358456666998
61,94.68461879487262
62,90.59485946209523
63,102.38383897100415
64,90.27745144398641
65,85.98765332906063
66,96.88323578401737
67,83.96881690045826
68,76.82733397623856
69,99.91800730391105
70,115.07271837141221
71,78.55640382332672
72,98.77557875043912
73,90.79722441930718
74,87.61161145735852
75,109.5975483894643
76,91.6928798040224
77,121.95704071459306
78,90.26912771617927
79,105.96004870466804
80,96.59108185041924
81,89.60377933591482
82,110.15306913557401
83,96.54287847494712
84,110.8351371744683
85,101.17261391396531
86,86.07595550141453
87,101.67820560242829
88,101.3471451828845
89,121.22776069379411
90,86.80686578835693
91,101.7060087338023
92,74.35667890626392
93,111.05124938520065
94,87.94388737537182
95,68.76325451506206
96,97.69470184784905
97,118.7328514957467
98,78.30348007486089
99,83.12401649126765
100,89.15059545594318
101,83.07813157106844
102,106.60122828532221
103,87.00833397234503
104,90.821993783514
105,101.45916133329744
106,91.39520412728753
107,104.72761156493115
108,88.68025715321076
109,83.73636363276017
110,70.7177978670434
111,126.50292261015574
112,92.300783301888
113,100.38517934703961
114,95.79741908160783
115,102.4415884191919
116,99.33631951356938
117,131.08027815231284
118,82.32021742812171
119,79.09061714078264
120,84.72513754879192
121,79.41643040463161
122,112.26390501581514
123,113.77472507643984
124,84.16243218174291
125,76.63663244010054
126,94.32083461566471
127,123.24703687487758
128,58.282236389276484
129,111.54159477122464
130,83.90981424573643
131,115.71861796277885
132,83.91149668826039
133,96.36901743205101
134,78.10634891019154
135,84.15029687072676
136,124.93972059050802
137,112.52850232892902
138,97.4282969604469
139,87.5641733642597
140,69.81994689252204
141,96.06744345410924
142,100.32514251236566
143,98.57513701843412
144,99.33089249880138
145,83.45019186889118
146,94.05241637702726
147,98.72044348076814
148,116.02411864832385
149,129.06844610774183
150,96.63939387357983
151,88.93939848234788
152,97.77333315074301
153,91.53032063790432
154,85.37541001002826
155,97.41141521695255
156,79.8760693105838
157,104.20397618434731
158,95.87257918322673
159,107.72813821175113
160,95.87025819877726
161,92.06822675330065
162,81.14849757643216
163,97.93967025111344
164,90.77719147701148
165,102.59014414236529
166,101.71856188081752
167,81.97371153250864
168,98.90393623671464
169,79.66154945897367
170,87.00877516027589
171,95.97267618711213
172,68.82462188674111
173,103.41102549845357
174,104.08161668351934
175,100.87176280991743
176,87.82940999799374
177,92.89543015010494
178,86.01161017888515
179,93.79171986974795
180,90.64891744328469
181,100.06924087327353
182,76.80525378158805
183,104.60806354228976
184,106.89549520006344
185,100.59482524779564
186,91.32077529431511
187,107.29640190337315
188,74.26714127646576
189,110.39907530781853
190,102.51256732248987
191,103.34066269819026
192,108.01102805473901
193,90.17667375097507
194,95.1629069025351
195,107.00916835204025
196,103.60915508011382
197,100.07227823066397
198,74.78507625093401
199,109.69321288405578
200,114.82842243150668
201,114.05699536783854
202,106.90727575427444
203,78.87320186469104
204,110.97395203435705
205,99.64021501566559
206,63.558508413340924
207,104.82738791246342
208,74.84137922559628
209,80.28780723227106
210,88.44737692339442
211,125.11634022633872
212,88.4174202701064
213,101.2938496604621
214,124.6725862909052
215,124.39746624329864
216,97.4042279420137
217,96.3388533517303
218,80.62419491952085
219,90.68248727744032
220,100.95283282414614
221,105.36488493356454
222,97.70387635577376
223,113.45247787325786
224,88.36035857504305
225,97.51307120786885
226,109.46383485120688
227,108.21859960611519
228,116.20575562317626
229,105.55293439687837
230,100.105782199121
231,109.95674176709275
232,80.97130324619982
233,76.76915959259644
234,113.0333508072705
235,99.33759418308583
236,104.10564119988608
237,75.85663522578884
238,93.70511710320714
239,91.96821035244487
240,85.36015587816243
241,68.79037082720134
242,93.45878561021966
243,112.38834845563335
244,106.29426476624475
245,91.80719946501185
246,97.38721262797426
247,110.88871801927988
248,61.06883127069294
249,100.31635067794178
250,108.57049308728824
