EXTRACTION_ID,MEASUREMENT_VALUE
1,111.11159586786133
2,112.73429425440088
3,99.6164125233384
4,75.23617853098108
5,98.78464073517415
6,90.91239399167675
7,112.47197532775985
8,132.24958299531636
9,105.92854670928581
10,94.9625609216649
11,83.71943445788585
12,100.36782290018955
13,97.77641166216857
14,89.65547271673333
15,99.67295061167982
16,82.60480137778016
17,116.31103710817554
18,115.79599657426468
19,115.71894612943426
20,96.10685057761332
21,109.66403773970869
22,95.71097695262308
23,92.64323956567353
24,95.41248429725636
25,80.5901227681122
26,78.87355296755374
27,112.88292380767905
28,100.29479067007208
29,107.06431916964128
30,113.05480600835271
31,76.55770356836082
32,87.04691705024038
33,106.20230749052102
34,108.95434690989475
35,98.01588035874391
36,114.89771175817556
37,104.33206134593426
38,83.5479276930171
39,89.49589776711669
40,113.81896457320272
41,104.88476248363578
42,73.63883449442383
43,122.25404249601245
44,112.67514745938638
45,120.10712033705224
46,94.13127505116793
47,97.76428888467723
48,86.64768381906026
49,139.33777934877003
50,99.25253586231103
51,124.19436392965825
52,86.10075618352225
53,103.71751903576862
54,77.57196182234988
55,95.10177532152717
56,114.24772515138129
57,80.10252220195284
58,112.89373850336318
59,106.66172990619555
60,81.46544389397513
61,94.9468162422386
62,91.41405769143948
63,102.60948972567712
64,90.069293920621
65,86.5265747966733
66,97.47827038251509
67,84.48669949552637
68,75.54962185508644
69,100.37060367595566
70,114.81760568112065
71,78.60866794851317
72,99.60255351378058
73,92.03795316978776
74,89.10838879160039
75,109.7011353324854
76,93.21688258074252
77,123.73076824721706
78,92.00576564072533
79,107.94981664347948
80,97.04539934450032
81,90.02964742084156
82,111.57811991496837
83,95.77635415981908
84,111.64456622173664
85,101.24205492179539
86,86.30716645055311
87,100.53669115452972
88,101.0566008770813
89,121.807266764337
90,88.29531896245054
91,103.29603532321036
92,74.87635243126802
93,111.46196102797168
94,87.71320818835548
95,69.76561101203819
96,98.04712384734151
97,119.9387360348957
98,80.65516687898685
99,83.69164153400584
100,88.25324098176911
101,82.8172811280396
102,105.7430808439856
103,86.41122428293005
104,92.72726450699948
105,102.28582090675593
106,90.47502969571177
107,105.98124373096127
108,90.54063202728965
109,83.97648907532431
110,70.64180702790651
111,126.7655448976708
112,93.18538981214218
113,101.62514949729598
114,97.57963591964806
115,104.25406662510507
116,101.12172336179636
117,133.0421995840929
118,83.58160521792206
119,78.15971053645066
120,85.1941733192783
121,80.33035091725499
122,112.48077875080745
123,115.2859859313418
124,84.4022182095574
125,76.31088541013683
126,96.36513361510377
127,124.51304118468391
128,59.10149017347687
129,113.06830386268447
130,85.57234848507181
131,116.65965377375154
132,82.05383526936609
133,96.29342798138329
134,78.24976978061324
135,83.76609597561362
136,125.73839802442834
137,114.32070446178037
138,97.54339137523984
139,87.02934069458883
140,72.44798170343255
141,96.2160058480117
142,99.69217758765241
143,99.41281426805259
144,100.35657508039091
145,83.34514177921051
146,95.44286995161552
147,98.83312404248147
148,115.70116773293346
149,129.8470369762667
150,98.01016285070479
151,88.90554699115319
152,98.70395870675723
153,92.03682899849898
154,88.7998436597644
155,97.30285553578946
156,81.86024091112331
157,104.75162989590842
158,96.34581717955444
159,109.04980332328756
160,97.36424876531777
161,93.93524239425405
162,82.07714931156733
163,97.93927386135552
164,90.83954537282742
165,103.69979733324864
166,102.89946175142526
167,83.97176247320515
168,99.92236669213334
169,81.3217177242314
170,89.12554619505984
171,96.73747673164324
172,67.93906323515043
173,102.83174841195299
174,103.24381381532883
175,103.06335319093152
176,87.5820014031648
177,94.72727171551723
178,87.19734209044903
179,96.10698899658699
180,92.25201126277253
181,100.56687061206013
182,77.20522333119479
183,105.2932312622359
184,107.6707561519623
185,100.66408157667222
186,91.88814699672646
187,109.50572196537554
188,73.16500296564011
189,111.25756344734539
190,102.20561451650912
191,104.12769978099514
192,109.45088382994722
193,90.71906357051738
194,96.5358938223835
195,106.01932895065606
196,105.31614419277929
197,100.06914898801585
198,76.00748432072638
199,110.47566098003225
200,112.84286025238289
201,113.90093124636832
202,107.72778412220984
203,81.02717794626017
204,111.86122032026073
205,100.49791089543633
206,62.74582432371154
207,106.85853460898691
208,77.2484562207844
209,80.91638227539504
210,88.82761987517429
211,124.09729051052906
212,89.9007413290629
213,104.59612898615453
214,125.98969936569169
215,126.26116976145184
216,98.54631523572188
217,95.95383746516154
218,82.5608675505407
219,90.04791237797059
220,101.3421679184831
221,106.24373667856706
222,99.18678601655041
223,114.46846353868882
224,89.34719307587646
225,97.35158313944008
226,108.77446343724642
227,108.8800802743784
228,116.09556084593336
229,104.84514876880912
230,99.43983572761906
231,110.06661329291964
232,79.71872438602581
233,76.02169088975207
234,111.99821387820124
235,100.11985364686748
236,105.1136254294045
237,78.46377618897166
238,92.80758730397476
239,91.88861339353521
240,86.87276726748523
241,69.17359702221239
242,93.73178767151187
243,114.6975181589729
244,106.55585860672403
245,91.25100459567784
246,96.67027266810733
247,111.82441234159381
248,61.97407287409891
249,99.5446483076556
250,108.18509682956193
